               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.030767,            0.040763,             0.00659,             0.57929,             0.75536,              0.7314,              0.4396,            0.031103,            0.040235,           0.0055763,            0.005116,            0.005116,            0.005116
                 150,            0.032913,            0.040344,           0.0058356,             0.54561,              0.6956,             0.72477,             0.45426,            0.031162,            0.039095,           0.0049459,            0.005083,            0.005083,            0.005083
                 151,            0.031581,            0.040413,           0.0057294,             0.61237,             0.73242,             0.76431,             0.48273,            0.030475,            0.039359,           0.0046877,             0.00505,             0.00505,             0.00505
                 152,            0.031678,            0.041344,           0.0061853,             0.61233,             0.75493,             0.77827,             0.50166,            0.030796,            0.039196,           0.0053626,            0.005017,            0.005017,            0.005017
                 153,            0.030394,             0.03857,           0.0063794,             0.63864,             0.81775,             0.78141,             0.48246,            0.029985,            0.040577,           0.0048959,            0.004984,            0.004984,            0.004984
                 154,            0.032215,            0.041034,           0.0063148,              0.6246,              0.8465,              0.7834,             0.46414,            0.030447,             0.04062,            0.005044,            0.004951,            0.004951,            0.004951
                 155,            0.032037,            0.039111,           0.0061831,             0.71722,             0.81992,             0.77109,             0.44686,            0.030748,            0.038785,           0.0050258,            0.004918,            0.004918,            0.004918
                 156,            0.032637,            0.044441,           0.0062735,              0.6391,             0.71867,             0.76218,             0.44698,            0.031782,            0.041047,           0.0049898,            0.004885,            0.004885,            0.004885
                 157,            0.033764,            0.041369,           0.0061401,             0.65734,             0.82014,             0.79311,             0.48446,            0.029966,            0.040621,           0.0050598,            0.004852,            0.004852,            0.004852
                 158,            0.030617,            0.039012,           0.0057796,             0.54425,             0.77259,             0.76644,             0.46919,            0.030512,            0.039271,           0.0048613,            0.004819,            0.004819,            0.004819
                 159,            0.032282,            0.038997,           0.0058147,             0.59813,             0.87283,             0.80905,             0.51596,            0.029965,            0.039031,            0.004737,            0.004786,            0.004786,            0.004786
                 160,            0.030609,            0.036711,           0.0055853,             0.62172,             0.83394,             0.81008,             0.50336,            0.030577,            0.040791,           0.0047099,            0.004753,            0.004753,            0.004753
                 161,            0.031322,             0.04115,           0.0056535,             0.57051,             0.81484,             0.78252,              0.4781,            0.030403,             0.04109,           0.0049178,             0.00472,             0.00472,             0.00472
                 162,            0.030558,            0.038057,           0.0057786,             0.56698,             0.89065,             0.79499,             0.49927,             0.03115,            0.041122,           0.0050164,            0.004687,            0.004687,            0.004687
                 163,            0.030319,            0.038458,           0.0056565,             0.55084,             0.86645,             0.78854,             0.49221,            0.030829,            0.043676,           0.0054166,            0.004654,            0.004654,            0.004654
                 164,            0.029512,            0.041272,           0.0061257,             0.57002,             0.80941,             0.75869,             0.48661,            0.031307,            0.043868,            0.004798,            0.004621,            0.004621,            0.004621
                 165,            0.031136,            0.039436,           0.0056396,              0.6278,             0.80047,             0.77088,             0.50041,            0.030166,            0.042294,            0.005178,            0.004588,            0.004588,            0.004588
                 166,            0.033613,             0.03938,            0.005692,             0.68081,             0.81374,              0.7748,             0.48069,            0.031003,            0.039692,           0.0051871,            0.004555,            0.004555,            0.004555
                 167,            0.030128,            0.040834,           0.0055788,              0.5972,             0.75433,             0.77453,             0.46546,            0.031915,            0.040507,           0.0050858,            0.004522,            0.004522,            0.004522
                 168,            0.031934,            0.041974,           0.0059352,             0.58427,             0.87213,             0.77544,             0.49804,            0.030256,            0.039212,           0.0059991,            0.004489,            0.004489,            0.004489
                 169,            0.029133,             0.03951,           0.0056733,             0.63857,             0.80433,             0.75154,             0.47408,            0.031083,            0.038605,           0.0050292,            0.004456,            0.004456,            0.004456
                 170,            0.031618,            0.039716,           0.0059949,             0.62307,              0.8565,             0.80605,             0.50199,            0.030921,            0.039997,           0.0057529,            0.004423,            0.004423,            0.004423
                 171,            0.029264,            0.036655,           0.0054516,             0.78044,             0.71796,             0.78343,             0.50039,            0.030847,            0.040161,           0.0053604,             0.00439,             0.00439,             0.00439
                 172,            0.030648,             0.03809,           0.0055566,              0.6433,               0.796,             0.82018,             0.51184,            0.030255,            0.040975,           0.0051994,            0.004357,            0.004357,            0.004357
                 173,            0.030107,            0.037268,           0.0051303,              0.6554,             0.85433,             0.76186,             0.47478,            0.030176,            0.039738,           0.0048522,            0.004324,            0.004324,            0.004324
                 174,            0.030718,             0.03728,           0.0058857,             0.65902,             0.82906,             0.80275,             0.47948,            0.031957,            0.044193,           0.0045953,            0.004291,            0.004291,            0.004291
                 175,            0.030568,            0.040378,           0.0062727,              0.6018,             0.86193,             0.80182,             0.49729,            0.030107,            0.040154,           0.0050506,            0.004258,            0.004258,            0.004258
                 176,            0.029157,            0.038656,           0.0060576,             0.62577,             0.82119,             0.77983,             0.47499,            0.030928,            0.040701,           0.0053061,            0.004225,            0.004225,            0.004225
                 177,            0.029201,            0.038374,           0.0056014,             0.69189,             0.85082,             0.77973,             0.48366,             0.02977,            0.038538,           0.0047772,            0.004192,            0.004192,            0.004192
                 178,            0.029156,            0.037394,           0.0053054,             0.70014,             0.86266,             0.83215,             0.53468,            0.029544,              0.0399,           0.0045392,            0.004159,            0.004159,            0.004159
                 179,            0.029574,            0.035613,           0.0055162,             0.63769,             0.75172,             0.76066,             0.48043,            0.030587,            0.040939,            0.004798,            0.004126,            0.004126,            0.004126
                 180,            0.031266,            0.037329,           0.0056804,             0.62191,             0.84998,             0.79183,             0.47386,            0.031558,            0.041247,            0.004899,            0.004093,            0.004093,            0.004093
                 181,            0.030578,            0.038005,           0.0055966,             0.69289,             0.81775,             0.86795,             0.52848,             0.03012,            0.041887,           0.0052156,             0.00406,             0.00406,             0.00406
                 182,            0.029218,             0.03902,            0.005285,             0.66282,             0.87406,             0.87545,             0.53709,            0.030222,            0.041111,           0.0053053,            0.004027,            0.004027,            0.004027
                 183,            0.027558,            0.035871,           0.0054955,              0.7104,             0.85868,              0.8684,              0.5531,            0.029822,            0.041128,           0.0043376,            0.003994,            0.003994,            0.003994
                 184,            0.029349,            0.037645,           0.0055449,             0.62359,             0.90577,             0.80105,             0.49543,            0.030001,            0.039551,           0.0048002,            0.003961,            0.003961,            0.003961
                 185,            0.029927,            0.036488,           0.0053418,             0.74738,             0.75503,             0.83184,              0.5335,            0.029292,            0.039771,            0.004461,            0.003928,            0.003928,            0.003928
                 186,            0.029062,            0.036117,           0.0055226,             0.81853,             0.80725,             0.83996,             0.54488,            0.030333,              0.0403,           0.0047206,            0.003895,            0.003895,            0.003895
                 187,            0.028728,             0.03737,           0.0053004,             0.76245,             0.81701,             0.85719,             0.54839,            0.030355,             0.04082,           0.0045178,            0.003862,            0.003862,            0.003862
                 188,            0.029336,            0.036901,           0.0048688,             0.73758,             0.80355,             0.82917,             0.52205,            0.030285,            0.039235,           0.0054007,            0.003829,            0.003829,            0.003829
                 189,             0.02984,            0.034403,           0.0049793,             0.63181,             0.79092,             0.79323,             0.49673,            0.030667,             0.03895,           0.0046644,            0.003796,            0.003796,            0.003796
                 190,            0.029677,            0.037782,           0.0050952,              0.6421,             0.86677,             0.82511,             0.48572,            0.031056,            0.039822,           0.0044627,            0.003763,            0.003763,            0.003763
                 191,            0.029783,            0.036929,           0.0058036,              0.7798,             0.82253,             0.88688,              0.5236,            0.031211,            0.039138,           0.0047741,             0.00373,             0.00373,             0.00373
                 192,             0.02877,            0.037629,           0.0050113,             0.77189,             0.73006,             0.81056,             0.47613,            0.031328,              0.0392,            0.005368,            0.003697,            0.003697,            0.003697
                 193,            0.028618,            0.038174,            0.005254,             0.69152,             0.78752,             0.75401,             0.46451,            0.030429,            0.039081,           0.0062386,            0.003664,            0.003664,            0.003664
                 194,            0.030241,             0.03817,           0.0050454,              0.7134,              0.8036,             0.81961,             0.50999,            0.030397,            0.038026,            0.005962,            0.003631,            0.003631,            0.003631
                 195,            0.027612,            0.036483,           0.0051872,             0.84907,             0.78721,             0.84414,             0.52741,            0.030123,            0.038914,           0.0055545,            0.003598,            0.003598,            0.003598
                 196,            0.029021,            0.036016,           0.0047705,             0.74693,             0.80416,             0.82362,             0.50386,            0.030836,            0.039245,           0.0055624,            0.003565,            0.003565,            0.003565
                 197,            0.028559,            0.037835,           0.0044324,             0.65408,             0.80275,             0.83482,                0.52,            0.029932,            0.039519,            0.004618,            0.003532,            0.003532,            0.003532
                 198,            0.028541,            0.035787,            0.004764,             0.72302,             0.85108,             0.87648,             0.56301,            0.030519,            0.040504,           0.0046808,            0.003499,            0.003499,            0.003499
                 199,            0.029349,            0.039792,           0.0055106,             0.75665,             0.73982,             0.79905,             0.50461,            0.030997,            0.040683,           0.0054365,            0.003466,            0.003466,            0.003466
                 200,            0.028286,             0.03808,           0.0058688,             0.67169,             0.85108,             0.81898,             0.50844,            0.030408,            0.041284,           0.0061199,            0.003433,            0.003433,            0.003433
                 201,            0.028364,            0.036208,           0.0051064,             0.79548,             0.85541,              0.8455,             0.53418,            0.030911,            0.040539,           0.0051802,              0.0034,              0.0034,              0.0034
                 202,            0.028187,            0.035855,            0.004583,             0.72161,             0.91612,             0.91388,             0.56371,            0.029998,            0.039525,           0.0047404,            0.003367,            0.003367,            0.003367
                 203,            0.026936,            0.034581,           0.0048031,             0.75042,             0.83657,             0.84885,             0.51164,            0.030494,            0.038656,           0.0042698,            0.003334,            0.003334,            0.003334
                 204,            0.027106,            0.034597,            0.005468,             0.74784,             0.95325,             0.88833,             0.55018,            0.029836,            0.039788,           0.0046879,            0.003301,            0.003301,            0.003301
                 205,            0.028516,            0.036721,           0.0046459,             0.73519,             0.89546,             0.88607,             0.56121,            0.030054,            0.039098,           0.0052042,            0.003268,            0.003268,            0.003268
                 206,            0.026601,             0.03589,           0.0049239,             0.74548,             0.90146,             0.87103,             0.55391,            0.030121,            0.040952,           0.0049271,            0.003235,            0.003235,            0.003235
                 207,            0.026778,            0.036941,           0.0048182,             0.69671,               0.796,             0.82355,             0.49868,            0.029949,            0.040798,           0.0051141,            0.003202,            0.003202,            0.003202
                 208,            0.027452,            0.036669,           0.0055734,             0.66096,              0.8065,             0.82061,             0.51378,              0.0295,            0.039822,           0.0054354,            0.003169,            0.003169,            0.003169
                 209,            0.026791,            0.034583,           0.0045077,             0.76045,             0.74996,             0.82128,             0.50355,            0.029969,            0.042884,           0.0053985,            0.003136,            0.003136,            0.003136
                 210,            0.026875,            0.036993,           0.0046121,              0.7102,             0.84382,             0.83227,             0.49876,             0.03066,            0.040448,           0.0048876,            0.003103,            0.003103,            0.003103
                 211,            0.026381,            0.035239,           0.0047947,             0.81529,             0.90142,              0.8904,             0.55495,            0.030553,            0.042041,           0.0051061,             0.00307,             0.00307,             0.00307
                 212,            0.027538,            0.034585,           0.0043822,             0.75673,             0.91014,             0.88892,             0.55922,            0.030634,            0.042548,           0.0044721,            0.003037,            0.003037,            0.003037
                 213,            0.026776,            0.036865,           0.0049305,             0.78269,             0.86866,             0.89901,             0.55574,            0.030366,            0.041332,           0.0044739,            0.003004,            0.003004,            0.003004
                 214,            0.028536,            0.037042,           0.0049797,             0.82644,             0.88824,             0.88924,              0.5358,            0.030842,            0.040635,           0.0045547,            0.002971,            0.002971,            0.002971
                 215,            0.027727,             0.03689,           0.0042892,             0.78299,             0.83023,             0.86232,             0.52667,            0.030345,            0.041169,           0.0043203,            0.002938,            0.002938,            0.002938
                 216,            0.027711,            0.035923,           0.0048264,             0.82464,              0.8892,             0.89549,             0.55939,            0.031471,            0.041518,           0.0042868,            0.002905,            0.002905,            0.002905
                 217,            0.026149,            0.036317,           0.0047639,             0.79425,             0.85192,             0.85358,             0.53181,            0.030725,            0.040258,           0.0043224,            0.002872,            0.002872,            0.002872
                 218,            0.026967,            0.035814,           0.0045014,             0.82653,             0.89634,             0.88719,             0.57658,            0.030863,            0.041686,           0.0044385,            0.002839,            0.002839,            0.002839
                 219,            0.025222,             0.03486,           0.0042536,             0.83897,             0.90329,             0.90751,             0.57679,            0.030374,            0.042529,           0.0045217,            0.002806,            0.002806,            0.002806
                 220,            0.027439,             0.03668,           0.0047583,             0.81253,             0.86121,             0.88528,             0.56234,            0.030346,             0.04114,           0.0041689,            0.002773,            0.002773,            0.002773
                 221,            0.026105,            0.035788,           0.0045711,                0.83,             0.80263,             0.84011,              0.5566,            0.029767,            0.041613,           0.0048775,             0.00274,             0.00274,             0.00274
                 222,            0.025684,            0.033963,           0.0046974,             0.78735,             0.86909,             0.86961,             0.56076,            0.030061,            0.041231,           0.0048104,            0.002707,            0.002707,            0.002707
                 223,            0.027257,            0.037137,           0.0049769,             0.82441,             0.78229,             0.83086,             0.52837,            0.030353,            0.041245,           0.0044367,            0.002674,            0.002674,            0.002674
                 224,            0.028051,            0.035702,           0.0040315,             0.76084,             0.88212,             0.90125,             0.56969,            0.029843,            0.040149,           0.0043091,            0.002641,            0.002641,            0.002641
                 225,            0.027415,            0.035074,           0.0042577,             0.83548,              0.9065,             0.89484,             0.57785,            0.029506,            0.041111,           0.0041551,            0.002608,            0.002608,            0.002608
                 226,            0.026078,             0.03316,           0.0049997,             0.78705,             0.79815,             0.82498,             0.53166,            0.029691,            0.039861,           0.0044754,            0.002575,            0.002575,            0.002575
                 227,            0.025675,             0.03558,           0.0044465,             0.80695,             0.77992,             0.82293,             0.51945,            0.030111,            0.040197,           0.0043915,            0.002542,            0.002542,            0.002542
                 228,             0.02557,            0.034936,           0.0044029,             0.86345,             0.83472,             0.87124,             0.56614,            0.030374,            0.040144,           0.0045149,            0.002509,            0.002509,            0.002509
                 229,            0.025577,            0.034975,           0.0044404,             0.87057,             0.91481,             0.91829,             0.59494,             0.03024,            0.041279,           0.0039284,            0.002476,            0.002476,            0.002476
                 230,            0.025961,            0.031591,           0.0048995,             0.87621,             0.93062,             0.91835,             0.60102,            0.030385,            0.040346,           0.0038103,            0.002443,            0.002443,            0.002443
                 231,            0.025897,             0.03528,           0.0041885,             0.86387,             0.79014,             0.83276,             0.53104,            0.030064,            0.040543,            0.004338,             0.00241,             0.00241,             0.00241
                 232,            0.025926,            0.035449,           0.0039243,             0.84971,             0.84814,             0.84312,             0.52972,            0.030203,            0.042016,           0.0045734,            0.002377,            0.002377,            0.002377
                 233,            0.025991,            0.035896,           0.0047502,             0.80374,             0.77296,               0.821,             0.52941,            0.029948,            0.040672,           0.0051294,            0.002344,            0.002344,            0.002344
                 234,            0.025947,            0.034095,            0.004311,             0.72892,             0.81213,             0.85705,             0.55285,            0.030421,            0.041853,           0.0044474,            0.002311,            0.002311,            0.002311
                 235,            0.025432,             0.03439,           0.0042558,             0.76665,             0.88838,             0.89824,             0.56579,            0.030541,            0.041836,           0.0040832,            0.002278,            0.002278,            0.002278
                 236,            0.025244,            0.034317,           0.0040527,              0.7864,             0.89913,             0.89973,             0.58167,             0.03017,            0.042023,           0.0043952,            0.002245,            0.002245,            0.002245
                 237,            0.025596,             0.03447,           0.0042055,             0.82054,               0.815,             0.88842,             0.58488,            0.029713,            0.042075,           0.0043907,            0.002212,            0.002212,            0.002212
                 238,             0.02547,             0.03571,           0.0042537,             0.80957,               0.851,             0.89432,             0.59113,             0.03002,            0.042014,           0.0039312,            0.002179,            0.002179,            0.002179
                 239,            0.025557,            0.033909,           0.0041201,             0.80139,             0.84293,             0.89052,             0.56487,            0.030274,             0.04218,           0.0041436,            0.002146,            0.002146,            0.002146
                 240,            0.025119,            0.034954,           0.0043262,             0.81623,             0.84227,             0.86697,             0.54834,            0.030049,            0.042154,            0.004309,            0.002113,            0.002113,            0.002113
                 241,            0.025204,            0.036051,           0.0045414,             0.80895,             0.86649,             0.86857,             0.56539,            0.029733,            0.042366,           0.0045568,             0.00208,             0.00208,             0.00208
                 242,            0.025092,            0.035367,           0.0039029,             0.76429,             0.85793,             0.86211,             0.54818,            0.029667,            0.042289,           0.0044503,            0.002047,            0.002047,            0.002047
                 243,            0.025247,            0.033381,           0.0043346,             0.82623,             0.78126,             0.85471,             0.54582,            0.029555,            0.043125,            0.004581,            0.002014,            0.002014,            0.002014
                 244,            0.024446,            0.034819,            0.003696,             0.76101,             0.85806,              0.8705,             0.57919,            0.029569,            0.040981,           0.0046025,            0.001981,            0.001981,            0.001981
                 245,             0.02486,            0.035318,           0.0039941,             0.74876,             0.87973,             0.86361,             0.56893,            0.029537,            0.040257,           0.0047102,            0.001948,            0.001948,            0.001948
                 246,            0.024013,            0.033511,           0.0040669,             0.78694,             0.86017,             0.88999,              0.5867,             0.02953,            0.040174,           0.0045415,            0.001915,            0.001915,            0.001915
                 247,            0.025443,            0.033326,            0.004289,              0.8282,             0.92776,             0.91371,             0.60377,            0.030006,            0.041049,           0.0045211,            0.001882,            0.001882,            0.001882
                 248,            0.025347,            0.033619,           0.0039182,             0.82539,              0.9066,              0.9163,             0.61387,            0.029958,            0.041352,            0.004401,            0.001849,            0.001849,            0.001849
                 249,            0.024784,            0.032538,           0.0040362,             0.79773,             0.87649,             0.91579,             0.60904,            0.029877,            0.042058,           0.0044224,            0.001816,            0.001816,            0.001816
                 250,            0.024853,            0.035815,           0.0037542,             0.75392,             0.85433,             0.87107,             0.58279,            0.029604,            0.040483,           0.0046624,            0.001783,            0.001783,            0.001783
                 251,            0.024281,            0.034391,           0.0039898,             0.74183,             0.86582,             0.86795,             0.57575,            0.029718,            0.040591,           0.0050036,             0.00175,             0.00175,             0.00175
                 252,            0.024034,            0.033185,           0.0040586,             0.79547,             0.87629,             0.88288,             0.57594,            0.029567,            0.039896,           0.0046886,            0.001717,            0.001717,            0.001717
                 253,            0.024241,            0.032501,           0.0039099,              0.7826,             0.87095,             0.89217,             0.58791,            0.029861,            0.041939,           0.0047507,            0.001684,            0.001684,            0.001684
                 254,             0.02454,            0.032855,           0.0038004,             0.80474,              0.8672,             0.87708,             0.59242,            0.030334,            0.041854,           0.0046755,            0.001651,            0.001651,            0.001651
                 255,            0.024526,            0.031694,           0.0038656,             0.78481,             0.88287,             0.88419,             0.57043,            0.029827,            0.040914,           0.0042836,            0.001618,            0.001618,            0.001618
                 256,            0.024495,            0.033743,           0.0040495,             0.78105,              0.8747,              0.8826,             0.57906,            0.029697,            0.041762,            0.004239,            0.001585,            0.001585,            0.001585
                 257,            0.025012,            0.035747,           0.0044888,             0.78854,             0.84417,             0.89047,              0.5729,            0.029707,            0.041519,           0.0044024,            0.001552,            0.001552,            0.001552
                 258,            0.023984,            0.034876,           0.0039894,             0.76809,               0.842,             0.87115,             0.56149,            0.029818,             0.04101,           0.0048374,            0.001519,            0.001519,            0.001519
                 259,            0.024813,            0.032463,           0.0038477,             0.77552,             0.80949,             0.88245,             0.57316,            0.030316,            0.043327,           0.0048046,            0.001486,            0.001486,            0.001486
                 260,            0.024485,            0.032248,           0.0038164,             0.76637,             0.86977,             0.89283,             0.57614,            0.030524,             0.04279,           0.0045712,            0.001453,            0.001453,            0.001453
                 261,            0.025099,            0.034107,           0.0037851,              0.8215,             0.87662,             0.88706,             0.58518,             0.03042,            0.041989,           0.0045619,             0.00142,             0.00142,             0.00142
                 262,            0.024647,            0.034281,           0.0039835,             0.82228,             0.87995,             0.88956,             0.57725,              0.0301,            0.042539,           0.0046512,            0.001387,            0.001387,            0.001387
                 263,            0.023329,            0.032527,           0.0037176,              0.7855,             0.89712,             0.87783,             0.56543,            0.029661,            0.041406,             0.00471,            0.001354,            0.001354,            0.001354
                 264,             0.02465,             0.03298,           0.0036281,             0.83052,             0.87369,             0.88149,             0.57593,            0.029605,            0.041146,           0.0044719,            0.001321,            0.001321,            0.001321
                 265,            0.024314,             0.03522,            0.003965,              0.8245,             0.86689,             0.88416,             0.57275,            0.029728,            0.042594,           0.0042149,            0.001288,            0.001288,            0.001288
                 266,            0.023573,            0.033429,           0.0037153,             0.80249,             0.89352,             0.88556,             0.57228,            0.029755,            0.041339,           0.0039302,            0.001255,            0.001255,            0.001255
                 267,            0.024527,            0.034565,            0.004366,             0.78963,              0.8565,             0.88359,             0.58127,            0.029531,            0.040573,           0.0041844,            0.001222,            0.001222,            0.001222
                 268,            0.024237,            0.033861,           0.0038205,             0.78402,             0.85889,             0.89243,             0.57861,            0.029805,            0.041515,           0.0042581,            0.001189,            0.001189,            0.001189
                 269,            0.024019,            0.034256,           0.0038375,              0.8095,             0.92922,             0.90774,             0.58357,            0.030054,            0.042076,           0.0041178,            0.001156,            0.001156,            0.001156
                 270,            0.023231,             0.03175,           0.0033586,             0.72073,             0.93948,              0.8876,             0.57128,            0.030139,            0.041866,           0.0039505,            0.001123,            0.001123,            0.001123
                 271,            0.024598,            0.033513,           0.0045052,             0.82519,             0.91869,             0.91797,             0.59616,            0.029686,            0.042552,           0.0038843,             0.00109,             0.00109,             0.00109
                 272,            0.023928,            0.032891,           0.0037793,             0.82907,             0.85433,             0.87892,              0.5896,            0.029405,            0.041403,           0.0039562,            0.001057,            0.001057,            0.001057
                 273,             0.02398,            0.034575,           0.0043609,             0.82362,             0.88462,             0.88553,             0.58302,             0.02967,            0.041696,           0.0038166,            0.001024,            0.001024,            0.001024
                 274,            0.023748,            0.032648,           0.0034995,             0.82995,             0.88931,             0.88546,             0.58246,            0.029699,            0.041606,            0.003637,            0.000991,            0.000991,            0.000991
                 275,            0.023447,            0.033629,           0.0037801,             0.81639,             0.87482,             0.88639,             0.58011,            0.029688,            0.042238,           0.0035565,            0.000958,            0.000958,            0.000958
                 276,            0.024027,            0.032346,           0.0037756,             0.82244,             0.87501,             0.88086,             0.58176,            0.029526,            0.041374,           0.0037626,            0.000925,            0.000925,            0.000925
                 277,            0.023795,             0.03473,           0.0035307,             0.82068,             0.85127,             0.87363,              0.5773,            0.029493,            0.042042,           0.0039502,            0.000892,            0.000892,            0.000892
                 278,            0.023216,            0.032334,           0.0035445,             0.81886,             0.85433,             0.87661,             0.58119,            0.029754,            0.043231,           0.0040981,            0.000859,            0.000859,            0.000859
                 279,            0.023965,            0.032658,           0.0039801,              0.7984,             0.83979,             0.87766,             0.57336,            0.029896,            0.044422,            0.004171,            0.000826,            0.000826,            0.000826
                 280,            0.023519,            0.033352,           0.0039963,             0.80353,             0.80958,             0.86684,             0.56778,            0.029644,            0.043063,           0.0041858,            0.000793,            0.000793,            0.000793
                 281,            0.024078,            0.035304,           0.0038596,             0.80541,             0.81049,             0.86511,             0.56654,            0.029616,            0.043554,           0.0042649,             0.00076,             0.00076,             0.00076
                 282,            0.023063,             0.03042,           0.0036523,             0.81608,             0.83065,             0.87238,             0.57546,            0.029429,            0.041842,            0.004114,            0.000727,            0.000727,            0.000727
                 283,            0.023536,            0.031375,            0.003676,             0.81044,             0.82949,              0.8543,              0.5734,            0.029453,            0.041554,           0.0040762,            0.000694,            0.000694,            0.000694
                 284,             0.02384,            0.031582,           0.0036752,             0.79624,             0.82803,             0.84895,             0.57552,            0.029567,            0.042038,           0.0041438,            0.000661,            0.000661,            0.000661
                 285,            0.023418,            0.030987,           0.0037038,             0.78597,             0.83752,             0.85622,             0.58036,            0.029625,            0.042653,            0.004067,            0.000628,            0.000628,            0.000628
                 286,            0.023786,            0.032881,           0.0037498,             0.80021,             0.84107,             0.87109,             0.58786,            0.029773,            0.042825,            0.004027,            0.000595,            0.000595,            0.000595
                 287,            0.023483,            0.033181,           0.0037897,             0.81739,             0.84847,             0.87105,             0.58943,            0.029747,            0.042127,           0.0040157,            0.000562,            0.000562,            0.000562
                 288,            0.023219,            0.034036,           0.0038701,             0.79828,             0.82234,              0.8505,             0.56506,            0.029891,            0.042616,           0.0040788,            0.000529,            0.000529,            0.000529
                 289,             0.02345,            0.031863,           0.0042962,             0.81146,             0.83465,             0.86535,             0.56759,            0.029786,             0.04203,           0.0040592,            0.000496,            0.000496,            0.000496
                 290,            0.023508,            0.033051,           0.0037915,             0.78709,             0.83043,             0.88547,             0.57516,            0.029756,            0.042183,           0.0041361,            0.000463,            0.000463,            0.000463
                 291,             0.02312,            0.030552,           0.0041844,             0.79587,             0.87853,             0.89787,             0.59595,            0.029636,            0.042246,           0.0041861,             0.00043,             0.00043,             0.00043
                 292,            0.022964,             0.03263,           0.0036794,             0.79219,             0.88126,             0.89418,             0.58249,            0.029531,            0.042045,           0.0041108,            0.000397,            0.000397,            0.000397
                 293,            0.023419,             0.03402,           0.0035182,             0.79823,             0.87998,              0.8801,             0.58828,            0.029425,            0.041434,           0.0042227,            0.000364,            0.000364,            0.000364
                 294,            0.023701,            0.034582,           0.0039346,             0.80037,             0.86961,             0.87868,             0.59024,            0.029466,             0.04144,           0.0043074,            0.000331,            0.000331,            0.000331
                 295,            0.023062,            0.032633,           0.0038077,             0.80009,             0.87317,              0.8812,             0.59102,             0.02959,             0.04211,            0.004386,            0.000298,            0.000298,            0.000298
                 296,            0.023414,            0.035092,           0.0040463,             0.80899,             0.87002,             0.88146,             0.59461,            0.029578,              0.0426,           0.0044148,            0.000265,            0.000265,            0.000265
                 297,            0.022973,            0.032728,           0.0038903,             0.81242,             0.87583,             0.88276,             0.58865,            0.029499,            0.042553,           0.0044126,            0.000232,            0.000232,            0.000232
                 298,            0.022965,            0.031868,           0.0036477,             0.81531,             0.87538,             0.88425,             0.58539,            0.029507,            0.042458,           0.0043819,            0.000199,            0.000199,            0.000199
                 299,              0.0232,            0.032745,           0.0035475,             0.80667,             0.86742,             0.88175,             0.58539,            0.029506,            0.042255,           0.0043893,            0.000166,            0.000166,            0.000166
